filepath,hour,minute,second,label
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,13,20,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,13,30,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,13,40,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,13,50,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,14,0,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,14,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,14,20,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,14,30,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,14,40,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,14,50,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,15,0,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,15,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,15,20,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,15,30,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,15,40,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,15,50,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,16,0,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,16,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,16,20,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,16,30,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,16,40,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,16,50,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,17,0,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,17,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,17,20,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,17,30,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,17,40,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,17,50,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,18,0,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,18,10,3
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,18,20,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,18,30,3
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,18,40,3
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,18,50,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,19,0,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,19,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,19,20,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,19,30,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,19,40,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,19,50,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,20,0,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,20,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,20,20,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,20,30,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,20,40,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,20,50,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,21,0,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,21,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,21,20,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,21,40,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,21,50,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,22,0,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,22,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,22,20,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,22,30,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,22,40,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,22,50,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,23,0,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,23,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,23,20,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,59,0,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,59,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,59,20,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,59,30,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,59,40,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p2\user002 living art\20250311.pkl,21,59,50,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,9,29,10,6
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,9,29,40,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,9,30,0,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,9,30,40,6
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,9,30,50,6
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,9,31,0,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,9,31,10,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,9,32,50,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,9,33,40,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,9,33,50,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,9,34,0,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,9,35,20,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,9,35,30,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,9,36,0,6
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,9,37,30,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,9,37,40,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,9,38,0,6
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,9,39,20,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,9,39,30,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,9,39,40,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,9,42,30,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,9,43,30,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,9,43,50,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,9,46,10,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,9,47,20,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,16,9,50,6
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,16,11,10,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,16,11,20,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,16,18,30,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,16,18,40,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,16,18,50,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,27,50,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,28,10,6
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,33,30,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,34,50,4
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,37,50,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,46,40,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,49,0,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,49,10,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,49,40,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,49,50,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,50,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,50,40,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,51,0,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,51,20,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,52,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,52,30,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,52,40,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,54,0,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,55,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,55,20,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,55,40,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,56,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,57,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,58,0,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,10,0,20,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,10,0,40,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,10,2,20,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,10,2,40,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,10,4,10,1
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,10,4,30,1
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,10,4,40,1
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,10,39,0,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,10,39,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,10,39,20,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,10,41,10,1
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,10,41,20,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,10,41,30,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,10,41,40,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,10,41,50,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,10,42,0,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,10,42,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,10,42,30,1
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,10,42,40,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,10,43,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,10,45,20,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,10,45,30,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,10,46,0,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,10,46,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,10,46,20,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,10,46,30,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,10,46,40,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,10,46,50,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,19,30,40,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,19,31,50,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,19,37,0,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,19,37,10,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,19,37,20,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,19,37,30,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,19,37,40,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,19,38,40,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,19,39,20,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,19,46,40,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,19,55,0,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,19,58,20,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,19,58,30,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,19,58,40,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,19,59,0,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,19,59,10,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,19,59,20,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,19,59,30,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,19,59,40,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,19,59,50,7
